prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3150.0,321.0,0.23194527626037598,2.9812135696411133,7,1,1756713886.2861652,1756713889.499324
3156.0,246.0,0.1178140640258789,2.505624532699585,14,1,1756713887.563273,1756713890.1867123
3138.0,218.0,0.10995221138000488,2.237969160079956,18,1,1756713888.2934792,1756713890.641401
3104.0,291.0,0.09836316108703613,2.9706292152404785,15,1,1756713887.745586,1756713890.8145783
3162.0,350.0,0.11609101295471191,3.630234956741333,16,1,1756713887.927863,1756713891.6741889
3141.0,350.0,0.10279035568237305,3.6539041996002197,17,1,1756713888.110598,1756713891.8672945
3196.0,252.0,0.6906170845031738,4.087099313735962,12,1,1756713887.1987002,1756713891.976417
3117.0,332.0,0.1025838851928711,3.4520039558410645,19,1,1756713888.4763575,1756713892.030946
3246.0,350.0,0.1321103572845459,3.620650053024292,20,1,1756713888.6608288,1756713892.4135892
3249.0,350.0,0.1243736743927002,3.6696248054504395,22,1,1756713889.0304558,1756713892.824455
3098.0,261.0,1.2385029792785645,4.226889133453369,13,1,1756713887.3809628,1756713892.846355
3471.0,335.0,0.1501941680908203,3.489593505859375,23,1,1756713889.2146778,1756713892.8544657
3174.0,339.0,0.1213686466217041,3.548768997192383,25,1,1756713889.5838068,1756713893.2539444
3220.0,350.0,0.6902210712432861,5.937947511672974,10,1,1756713886.8341122,1756713893.4622812
3121.0,350.0,0.12715864181518555,3.6540791988372803,26,1,1756713889.772942,1756713893.5541801
3255.0,320.0,1.0926768779754639,5.917596340179443,9,1,1756713886.6515512,1756713893.661825
3146.0,350.0,0.12691235542297363,3.6558942794799805,27,1,1756713889.9581125,1756713893.7409196
3103.0,350.0,1.008312702178955,6.551403999328613,8,1,1756713886.4690897,1756713894.028807
3117.0,350.0,0.12297391891479492,3.6645472049713135,29,1,1756713890.3335528,1756713894.1210742
3152.0,350.0,0.12633037567138672,3.6672801971435547,31,1,1756713890.712481,1756713894.5060918
3097.0,350.0,0.11506915092468262,3.6258764266967773,32,1,1756713890.9027112,1756713894.6436574
3130.0,350.0,1.156672477722168,6.52220892906189,11,1,1756713887.0163171,1756713894.695199
3223.0,339.0,0.1369786262512207,3.4911317825317383,33,1,1756713891.0885656,1756713894.7166767
3473.0,350.0,0.15767145156860352,3.5454185009002686,34,1,1756713891.2736228,1756713894.976713
3152.0,259.0,0.13209319114685059,2.6361217498779297,40,1,1756713892.396258,1756713895.164475
3326.0,142.0,0.8383846282958984,2.509913444519043,37,1,1756713891.8363216,1756713895.1846201
3166.0,350.0,0.14232277870178223,3.5296106338500977,36,1,1756713891.645273,1756713895.3172069
3395.0,328.0,0.14328718185424805,3.304802417755127,39,1,1756713892.210104,1756713895.6581945
3161.0,350.0,0.1333920955657959,3.5271542072296143,41,1,1756713892.584942,1756713896.24549
3307.0,255.0,0.5970289707183838,5.668984651565552,28,1,1756713890.143719,1756713896.4097326
3353.0,347.0,0.7051424980163574,6.881914377212524,21,1,1756713888.8461401,1756713896.4331977
3212.0,350.0,0.12987661361694336,3.4946656227111816,43,1,1756713892.958648,1756713896.5831907
3194.0,350.0,0.13226723670959473,3.457425832748413,44,1,1756713893.145017,1756713896.73471
3160.0,350.0,0.1280980110168457,3.413349151611328,45,1,1756713893.3352928,1756713896.8767407
3282.0,331.0,0.1454613208770752,3.198925495147705,46,1,1756713893.524405,1756713896.8687923
3209.0,131.0,0.5828273296356201,2.628981828689575,48,1,1756713893.902433,1756713897.1142426
3294.0,350.0,0.14256954193115234,3.3875434398651123,47,1,1756713893.711379,1756713897.2414937
3152.0,300.0,0.14037299156188965,2.9423155784606934,51,1,1756713894.4643583,1756713897.5470471
3253.0,350.0,0.8029823303222656,7.462179183959961,24,1,1756713889.398047,1756713897.6632094
3122.0,253.0,1.0778579711914062,6.211428880691528,30,1,1756713890.5213854,1756713897.810673
3096.0,237.0,0.879239559173584,5.861701011657715,35,1,1756713891.4578578,1756713898.198799
3181.0,350.0,0.12152266502380371,3.534482955932617,54,1,1756713895.0243428,1756713898.6803503
3136.0,256.0,1.091665267944336,6.197643756866455,38,1,1756713892.0226977,1756713899.3120072
3207.0,350.0,0.12212324142456055,3.5975422859191895,57,1,1756713895.588188,1756713899.3078544
3116.0,226.0,1.0301752090454102,4.402731418609619,49,1,1756713894.0920382,1756713899.5249455
3081.0,311.0,0.11224150657653809,3.2494020462036133,60,1,1756713896.1464293,1756713899.5080736
3690.0,338.0,0.1459636688232422,3.4812920093536377,59,1,1756713895.9613764,1756713899.5886326
3438.0,242.0,0.13533926010131836,2.538461685180664,65,1,1756713897.0874171,1756713899.7612188
3209.0,321.0,0.11359286308288574,3.394742250442505,64,1,1756713896.903164,1756713900.4114995
3114.0,332.0,0.10958695411682129,3.5658912658691406,67,1,1756713897.4638853,1756713901.139364
3180.0,350.0,0.12254452705383301,3.765411853790283,66,1,1756713897.2772214,1756713901.165178
3428.0,288.0,0.1344442367553711,3.0800509452819824,70,1,1756713898.0247698,1756713901.2392654
3159.0,331.0,0.12482070922851562,3.550952196121216,69,1,1756713897.8418698,1756713901.517643
3164.0,350.0,0.12889814376831055,3.7565596103668213,68,1,1756713897.6501672,1756713901.5356255
3111.0,245.0,0.835798978805542,4.677107334136963,63,1,1756713896.712499,1756713902.2254052
