prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3059.0,193.0,0.11446332931518555,1.8844232559204102,3,1,1756655563.2512379,1756655565.2501252
3059.0,135.0,0.8089714050292969,2.5918149948120117,2,1,1756655562.8491857,1756655566.2499728
3069.0,223.0,0.11416268348693848,2.2308197021484375,4,1,1756655562.5480337,1756655564.8930163
3304.0,300.0,0.03026294708251953,2.5935497283935547,4,2,1756655564.964856,1756655567.5886693
3093.0,235.0,0.13109970092773438,2.307504415512085,10,1,1756655563.0514657,1756655565.4900703
3566.0,77.0,0.0393214225769043,0.6687748432159424,10,2,1756655565.5702403,1756655566.2783375
3923.0,51.0,1.0782263278961182,0.9143176078796387,10,3,1756655566.7800791,1756655568.7726235
4181.0,10.0,0.06623983383178711,0.09637713432312012,10,4,1756655568.7946148,1756655568.9572325
3063.0,300.0,0.11415433883666992,2.7519001960754395,6,1,1756655563.4524705,1756655566.3185256
3378.0,231.0,0.8801281452178955,3.9135901927948,6,2,1756655566.378055,1756655571.171774
3076.0,113.0,0.2244434356689453,1.2071573734283447,11,1,1756655562.3320305,1756655563.7636318
3226.0,125.0,0.6390752792358398,2.621469736099243,11,2,1756655563.8563669,1756655567.1169124
3377.0,234.0,0.040595293045043945,2.079526901245117,11,3,1756655567.1840591,1756655569.3041818
3648.0,150.0,0.12279510498046875,1.3287591934204102,11,4,1756655569.4013877,1756655570.8529427
3819.0,133.0,0.049469709396362305,1.267188310623169,11,5,1756655570.9134388,1756655572.2300973
3058.0,261.0,0.1858196258544922,2.511936664581299,5,1,1756655563.0504432,1756655565.7482
3390.0,300.0,0.6150074005126953,6.677342176437378,5,2,1756655565.7727137,1756655573.0650637
3168.0,244.0,0.18224430084228516,2.4317853450775146,7,1,1756655562.8501806,1756655565.464211
3427.0,162.0,1.2631006240844727,3.0239970684051514,7,2,1756655565.4697835,1756655569.7568817
3645.0,84.0,0.7069048881530762,3.2916364669799805,7,3,1756655569.804031,1756655573.8025723
3065.0,89.0,0.12070345878601074,0.7796857357025146,16,1,1756655564.8643801,1756655565.7647693
3185.0,47.0,0.870969295501709,0.8596248626708984,16,2,1756655566.0739875,1756655567.804582
3279.0,300.0,0.03197836875915527,2.691286563873291,16,3,1756655567.8901918,1756655570.6134574
3715.0,300.0,0.044912099838256836,2.790491819381714,16,4,1756655570.7117639,1756655573.547168
4034.0,79.0,0.06263279914855957,0.8089344501495361,16,5,1756655573.6379936,1756655574.509561
3069.0,115.0,0.10207605361938477,0.9230599403381348,18,1,1756655565.8733993,1756655566.8985357
3200.0,12.0,0.03299093246459961,0.08974981307983398,18,2,1756655567.083695,1756655567.2064366
3225.0,130.0,0.03776979446411133,1.1959686279296875,18,3,1756655568.2914782,1756655569.5252168
3371.0,10.0,0.5559113025665283,0.26317882537841797,18,4,1756655569.6049483,1756655570.4240384
3403.0,133.0,0.28194570541381836,4.066874980926514,18,5,1756655570.812506,1756655575.1613266
3067.0,103.0,0.11126518249511719,0.9607412815093994,14,1,1756655563.85772,1756655564.9297273
3227.0,128.0,0.5464482307434082,2.4828171730041504,14,2,1756655565.065525,1756655568.094791
3380.0,108.0,0.034572601318359375,1.0149884223937988,14,3,1756655568.1911721,1756655569.2407336
3538.0,131.0,0.4900479316711426,4.430936574935913,14,4,1756655569.4054568,1756655574.3264425
3704.0,137.0,0.15430545806884766,1.1998615264892578,14,5,1756655574.3561206,1756655575.7102883
3073.0,15.0,0.10781550407409668,0.1180577278137207,21,1,1756655567.3853712,1756655567.6112452
3113.0,8.0,0.044052839279174805,0.061975717544555664,21,2,1756655568.5956326,1756655568.701663
3159.0,30.0,1.022301197052002,1.5809357166290283,21,3,1756655569.8057334,1756655572.4089706
3307.0,50.0,0.03822970390319824,0.4411332607269287,21,4,1756655572.4281378,1756655572.9075015
3419.0,55.0,1.0035371780395508,1.4511957168579102,21,5,1756655573.6403437,1756655576.095077
3067.0,118.0,0.9369139671325684,1.6471748352050781,9,1,1756655562.5491292,1756655565.1332188
3200.0,297.0,0.532379150390625,5.521440029144287,9,2,1756655565.166006,1756655571.219826
3529.0,300.0,0.14428234100341797,2.778846025466919,9,3,1756655571.3180797,1756655574.241208
3858.0,300.0,0.04059243202209473,2.872180700302124,9,4,1756655574.2554984,1756655577.1682725
3062.0,68.0,0.11668634414672852,0.6620149612426758,13,1,1756655563.3517876,1756655564.1304896
3147.0,91.0,0.03740191459655762,0.8581047058105469,13,2,1756655564.5602312,1756655565.4557383
3256.0,300.0,0.35367488861083984,5.839016914367676,13,3,1756655565.6723158,1756655571.8650079
3575.0,294.0,0.05072951316833496,2.734731674194336,13,4,1756655571.9219458,1756655574.707407
3888.0,116.0,0.31484222412109375,2.2484092712402344,13,5,1756655574.7611446,1756655577.3243966
3088.0,124.0,0.19661998748779297,1.0667381286621094,25,1,1756655569.4082425,1756655570.6716013
3249.0,117.0,0.04374122619628906,1.1134698390960693,25,2,1756655570.7137132,1756655571.8709247
3386.0,134.0,0.7154440879821777,3.2412426471710205,25,3,1756655571.9239504,1756655575.8806381
3549.0,107.0,0.05562901496887207,1.0403227806091309,25,4,1756655575.9782076,1756655577.07416
3704.0,127.0,0.03287792205810547,1.1341063976287842,25,5,1756655577.1876743,1756655578.354659
3394.0,269.0,0.11420154571533203,2.363197088241577,20,1,1756655566.8818007,1756655569.3591998
3712.0,300.0,0.1462421417236328,2.7348642349243164,20,2,1756655569.4071481,1756655572.2882555
4089.0,300.0,0.035736799240112305,2.830933094024658,20,3,1756655572.3230214,1756655575.1896913
4511.0,266.0,0.044605255126953125,2.4433438777923584,20,4,1756655575.271054,1756655577.7590039
4834.0,61.0,0.047437429428100586,0.5717408657073975,20,5,1756655577.8057878,1756655578.424966
3063.0,51.0,0.6941194534301758,0.6266169548034668,8,1,1756655563.2522733,1756655564.5730104
3139.0,300.0,0.036806583404541016,5.884098768234253,8,2,1756655564.6621213,1756655570.5830271
3459.0,300.0,0.48445796966552734,7.511535882949829,8,3,1756655570.6092355,1756655578.6052299
3064.0,169.0,0.11279630661010742,1.7344539165496826,12,1,1756655562.8509138,1756655564.6981647
3251.0,241.0,0.03677821159362793,2.098231554031372,12,2,1756655564.7625852,1756655566.8975954
3511.0,262.0,0.036702632904052734,2.306845188140869,12,3,1756655566.983365,1756655569.3269134
3786.0,254.0,0.4552638530731201,6.857982397079468,12,4,1756655569.403598,1756655576.7168443
4058.0,229.0,0.039459228515625,2.0253305435180664,12,5,1756655576.785593,1756655578.8503833
3068.0,21.0,0.11388373374938965,0.18340659141540527,34,1,1756655573.9527454,1756655574.250036
3116.0,21.0,0.051255226135253906,0.22270536422729492,34,2,1756655575.166508,1756655575.4404685
3241.0,48.0,0.03707575798034668,0.4638369083404541,34,3,1756655576.2820725,1756655576.782986
