prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3059.0,126.0,1.7313799858093262,2.6385042667388916,2,1,1756652172.3487551,1756652176.71864
3059.0,193.0,1.1867685317993164,3.4585275650024414,3,1,1756652173.1519365,1756652177.7972329
3063.0,300.0,0.10320043563842773,2.3235023021698,6,1,1756652173.553736,1756652175.9804387
3378.0,231.0,0.02955460548400879,1.8198654651641846,6,2,1756652176.0653803,1756652177.914801
3063.0,51.0,0.922828197479248,1.008958339691162,8,1,1756652173.1532707,1756652175.0850577
3139.0,300.0,0.1174921989440918,2.3154523372650146,8,2,1756652175.1610096,1756652177.5939546
3459.0,300.0,0.03603100776672363,2.8529083728790283,8,3,1756652177.6803424,1756652180.5692823
3069.0,223.0,1.1190109252929688,4.869594573974609,4,1,1756652171.9454932,1756652177.9340992
3304.0,300.0,0.10885167121887207,2.8608896732330322,4,2,1756652177.9838977,1756652180.9536395
3168.0,244.0,1.337792158126831,5.0037806034088135,7,1,1756652172.349783,1756652178.6913564
3427.0,162.0,0.13414645195007324,1.5664613246917725,7,2,1756652178.6940408,1756652180.3946495
3645.0,84.0,0.044130563735961914,0.7793271541595459,7,3,1756652180.7125325,1756652181.5359907
3058.0,261.0,0.9102551937103271,5.043503522872925,5,1,1756652172.7502346,1756652178.7039943
3390.0,300.0,0.2888216972351074,2.7102856636047363,5,2,1756652178.7949553,1756652181.7940626
3076.0,78.0,0.2304987907409668,0.6004221439361572,11,1,1756652171.529383,1756652172.3603039
3190.0,125.0,0.10290908813476562,0.9548156261444092,11,2,1756652173.5548155,1756652174.6125407
3341.0,234.0,0.045067787170410156,1.811417818069458,11,3,1756652175.5627878,1756652177.4192736
3612.0,150.0,0.7061436176300049,2.36812162399292,11,4,1756652177.577667,1756652180.6519325
3783.0,95.0,0.04476308822631836,1.4464571475982666,11,5,1756652180.714591,1756652182.2058125
3093.0,235.0,1.0689594745635986,4.483712196350098,10,1,1756652172.7514453,1756652178.3041177
3566.0,77.0,1.1029996871948242,1.098125696182251,10,2,1756652178.391271,1756652180.592397
3923.0,51.0,0.12153792381286621,0.9300758838653564,10,3,1756652180.6068437,1756652181.6584585
4181.0,10.0,0.1646580696105957,0.0903785228729248,10,4,1756652182.641152,1756652182.896189
3067.0,103.0,1.7531840801239014,2.016721725463867,14,1,1756652173.9557405,1756652177.7256463
3227.0,128.0,0.10986208915710449,1.262075424194336,14,2,1756652177.7805958,1756652179.1525335
3380.0,108.0,0.10159444808959961,1.8868367671966553,14,3,1756652179.8030088,1756652181.7914407
3538.0,131.0,0.03914141654968262,1.2324302196502686,14,4,1756652181.8281164,1756652183.0996885
3704.0,137.0,0.039130210876464844,1.1922974586486816,14,5,1756652183.8482916,1756652185.0797198
3065.0,89.0,1.4623360633850098,1.6873562335968018,16,1,1756652175.5644362,1756652178.714129
3185.0,47.0,0.7487475872039795,0.6172494888305664,16,2,1756652178.796462,1756652180.1624596
3279.0,300.0,0.12942266464233398,2.6733009815216064,16,3,1756652180.8147957,1756652183.6175199
3715.0,300.0,0.05862903594970703,2.61714768409729,16,4,1756652183.6475196,1756652186.3232968
4033.0,79.0,0.04009652137756348,0.771456241607666,16,5,1756652186.3655007,1756652187.177054
3073.0,10.0,0.11754322052001953,0.07732558250427246,21,1,1756652179.600275,1756652179.7951446
3108.0,6.0,0.0333099365234375,0.04168987274169922,21,2,1756652181.6234617,1756652181.698462
3152.0,30.0,0.05628252029418945,0.27726197242736816,21,3,1756652183.6495025,1756652183.9830475
3300.0,18.0,0.04118824005126953,0.14919114112854004,21,4,1756652185.6631417,1756652185.8535233
3380.0,18.0,0.04669308662414551,0.15526866912841797,21,5,1756652187.6759038,1756652187.8778663
3069.0,115.0,0.965705394744873,2.0614500045776367,18,1,1756652177.1760848,1756652180.2032409
3200.0,12.0,0.11953425407409668,0.09744668006896973,18,2,1756652180.2043147,1756652180.4212961
3225.0,130.0,0.49825143814086914,1.940981149673462,18,3,1756652182.2341423,1756652184.6733756
3371.0,10.0,0.03473043441772461,0.07976436614990234,18,4,1756652184.756375,1756652184.87087
3403.0,133.0,0.036658287048339844,1.2686636447906494,18,5,1756652186.7671378,1756652188.0724607
3062.0,68.0,1.7074220180511475,1.2450873851776123,13,1,1756652173.154019,1756652176.106529
3147.0,91.0,0.04639434814453125,1.5676307678222656,13,2,1756652176.1658118,1756652177.7798371
3256.0,300.0,0.11103343963623047,2.8404500484466553,13,3,1756652178.190375,1756652181.141859
3575.0,294.0,1.0497870445251465,6.035915851593018,13,4,1756652181.2216306,1756652188.3073342
3888.0,116.0,0.044831275939941406,1.0842115879058838,13,5,1756652188.385419,1756652189.5144622
3067.0,91.0,1.3819067478179932,2.0942952632904053,9,1,1756652171.9472983,1756652175.423502
3172.0,300.0,0.6783475875854492,4.9343953132629395,9,2,1756652175.4621353,1756652181.0748782
3504.0,300.0,0.14477229118347168,6.125166654586792,9,3,1756652181.1209474,1756652187.390887
3833.0,300.0,0.15585756301879883,2.746492385864258,9,4,1756652187.473469,1756652190.3758194
3087.0,174.0,0.7299013137817383,3.1774353981018066,15,1,1756652174.759898,1756652178.6672351
3342.0,273.0,0.2167201042175293,2.5661842823028564,15,2,1756652178.6954596,1756652181.4783645
3658.0,137.0,0.04308319091796875,1.2404494285583496,15,3,1756652181.5231683,1756652182.8067017
3928.0,175.0,1.0693707466125488,3.6486966609954834,15,4,1756652183.546782,1756652188.2648501
4128.0,134.0,0.2814342975616455,2.0101802349090576,15,5,1756652188.2850347,1756652190.5766497
3085.0,300.0,0.9457509517669678,4.791804075241089,17,1,1756652176.366776,1756652182.1043315
3420.0,300.0,0.11136555671691895,2.676476240158081,17,2,1756652182.1337228,1756652184.9215653
3752.0,247.0,0.0310211181640625,2.207029342651367,17,3,1756652184.9572291,1756652187.19528
4038.0,67.0,0.04835200309753418,0.637939453125,17,4,1756652187.2686448,1756652187.9549367
4134.0,144.0,0.044095754623413086,1.3449580669403076,17,5,1756652189.289416,1756652190.6784701
3088.0,124.0,0.10413002967834473,1.0714621543884277,25,1,1756652182.8420675,1756652184.0176601
3249.0,117.0,0.7119977474212646,1.6360907554626465,25,2,1756652184.8582876,1756652187.2063768
3386.0,134.0,0.0986020565032959,1.9788753986358643,25,3,1756652187.2727046,1756652189.350183
3549.0,107.0,0.12589645385742188,1.0016424655914307,25,4,1756652189.3900099,1756652190.517549
3704.0,127.0,0.05649304389953613,1.2595715522766113,25,5,1756652191.4178252,1756652192.7338898
3394.0,269.0,0.18707513809204102,2.5011584758758545,20,1,1756652178.7980483,1756652181.4862823
3712.0,300.0,0.7666890621185303,4.567166328430176,20,2,1756652181.524946,1756652186.8588018
4089.0,300.0,0.05628228187561035,2.7772293090820312,20,3,1756652186.8676875,1756652189.7011995
4511.0,266.0,0.04419136047363281,2.520003318786621,20,4,1756652189.8026557,1756652192.3668509
4834.0,61.0,0.039263010025024414,0.612109899520874,20,5,1756652192.4222536,1756652193.0736265
3127.0,300.0,0.10864496231079102,2.6764068603515625,23,1,1756652181.2237058,1756652184.008758
3450.0,242.0,0.03312182426452637,2.09216570854187,23,2,1756652184.0498552,1756652186.1751432
3725.0,158.0,0.03867912292480469,1.5195496082305908,23,3,1756652186.266191,1756652187.8244197
3909.0,300.0,0.0367581844329834,2.7692389488220215,23,4,1756652188.287456,1756652191.0934536
4230.0,263.0,0.03783154487609863,2.6272168159484863,23,5,1756652191.1153848,1756652193.7804334
3080.0,300.0,0.8983972072601318,4.798723459243774,19,1,1756652177.986726,1756652183.683847
3403.0,193.0,0.043598175048828125,2.7544946670532227,19,2,1756652183.74787,1756652186.5459633
3613.0,297.0,0.13225388526916504,2.8084189891815186,19,3,1756652186.5666866,1756652189.5073602
3953.0,177.0,0.05037522315979004,1.6146330833435059,19,4,1756652189.5930064,1756652191.258015
4220.0,260.0,0.04172396659851074,2.602048635482788,19,5,1756652191.6188807,1756652194.262654
3064.0,169.0,2.2104949951171875,3.3732142448425293,12,1,1756652172.3505304,1756652177.9342403
3251.0,241.0,0.15535235404968262,4.400498390197754,12,2,1756652177.9854476,1756652182.5412989
3511.0,262.0,0.8684968948364258,3.8206629753112793,12,3,1756652182.6431878,1756652187.332348
3786.0,254.0,0.342653751373291,5.027694463729858,12,4,1756652187.3729503,1756652192.743299
4058.0,229.0,0.18236207962036133,2.220381259918213,12,5,1756652192.824763,1756652195.2275064
3068.0,129.0,0.13037109375,1.1321306228637695,26,1,1756652183.6508863,1756652184.9133885
3213.0,144.0,0.04927229881286621,1.321460485458374,26,2,1756652185.6651154,1756652187.0358486
3375.0,84.0,1.4215893745422363,1.62017822265625,26,3,1756652187.678144,1756652190.7199123
