prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
3156.0,246.0,0.22241854667663574,2.511557102203369,14,1,1756721420.4577281,1756721423.1917045
3307.0,255.0,0.13247919082641602,3.2221453189849854,28,1,1756721422.3081539,1756721425.662779
3246.0,350.0,0.11844420433044434,4.333881139755249,20,1,1756721421.2483735,1756721425.7006996
3353.0,347.0,0.11484980583190918,4.357451438903809,21,1,1756721421.3802652,1756721425.8525674
3122.0,253.0,0.12961769104003906,3.2559828758239746,30,1,1756721422.574656,1756721425.960257
3471.0,335.0,0.11867308616638184,4.248914480209351,23,1,1756721421.6444545,1756721426.0120425
3249.0,350.0,0.11555862426757812,4.414440870285034,22,1,1756721421.5122766,1756721426.0422769
3253.0,350.0,0.1116642951965332,4.454016208648682,24,1,1756721421.77727,1756721426.3429515
3174.0,339.0,0.11272454261779785,4.334025621414185,25,1,1756721421.9099772,1756721426.3567278
3138.0,218.0,1.2434937953948975,4.134963274002075,18,1,1756721420.9846742,1756721426.3631322
3146.0,317.0,0.12403512001037598,4.067429065704346,27,1,1756721422.1757607,1756721426.367225
3096.0,237.0,0.12885165214538574,3.1709065437316895,35,1,1756721423.2407756,1756721426.5405345
3121.0,350.0,0.12374138832092285,4.498711824417114,26,1,1756721422.0426893,1756721426.665143
3117.0,350.0,0.12598180770874023,4.553487539291382,29,1,1756721422.4417598,1756721427.12123
3326.0,142.0,1.0368828773498535,2.71592378616333,37,1,1756721423.5012217,1756721427.2540288
3136.0,256.0,0.14219164848327637,3.5029537677764893,38,1,1756721423.6341524,1756721427.2792983
3104.0,291.0,0.9121556282043457,5.818608999252319,15,1,1756721420.5893476,1756721427.3201122
3152.0,350.0,0.1443023681640625,4.579730749130249,31,1,1756721422.7095456,1756721427.4335794
3152.0,259.0,0.157684326171875,3.547269582748413,40,1,1756721423.900337,1756721427.6052916
3223.0,339.0,0.1476149559020996,4.501392841339111,33,1,1756721422.9779773,1756721427.6269853
3255.0,320.0,1.136876106262207,6.903417587280273,9,1,1756721419.7979748,1756721427.8382685
3166.0,350.0,0.13632702827453613,4.70239782333374,36,1,1756721423.3757463,1756721428.2144718
3196.0,252.0,1.8427438735961914,6.187496900558472,12,1,1756721420.1947029,1756721428.2249444
3395.0,328.0,0.1481485366821289,4.4614644050598145,39,1,1756721423.7670412,1756721428.3766546
3116.0,226.0,0.18796968460083008,3.1039092540740967,49,1,1756721425.088328,1756721428.3802075
3162.0,350.0,0.9913604259490967,6.961954116821289,16,1,1756721420.7211113,1756721428.6744263
3141.0,350.0,1.0868067741394043,6.894148826599121,17,1,1756721420.8528874,1756721428.8338435
3161.0,350.0,0.14766550064086914,4.780153512954712,41,1,1756721424.0370102,1756721428.9648297
3167.0,350.0,0.1557772159576416,4.806525945663452,42,1,1756721424.1684825,1756721429.1307867
3212.0,350.0,0.21762847900390625,4.793403148651123,43,1,1756721424.3017466,1756721429.312779
3098.0,261.0,2.6625006198883057,6.544797420501709,13,1,1756721420.3262405,1756721429.533539
3117.0,332.0,1.7417247295379639,6.675616502761841,19,1,1756721421.1163652,1756721429.533707
3282.0,331.0,0.18880987167358398,4.678285121917725,46,1,1756721424.6950438,1756721429.5621395
3160.0,350.0,0.18391823768615723,4.970931053161621,45,1,1756721424.5689876,1756721429.7238376
3220.0,350.0,1.3405430316925049,8.487927198410034,10,1,1756721419.9314363,1756721429.759907
3209.0,131.0,1.2206592559814453,3.709516763687134,48,1,1756721424.9548104,1756721429.884987
