prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
7690.0,55.0,0.5146868228912354,0.8175852298736572,6,1,1756730882.387899,1756730883.7201717
8090.0,96.0,0.4078092575073242,1.457066297531128,9,1,1756730883.0557191,1756730884.9205952
7236.0,75.0,0.4337456226348877,1.089953899383545,11,1,1756730883.500802,1756730885.0245028
6479.0,102.0,0.39818620681762695,1.4720604419708252,10,1,1756730883.27831,1756730885.1485577
7787.0,155.0,0.5688431262969971,2.3137645721435547,7,1,1756730882.6105046,1756730885.493113
8604.0,226.0,0.4794294834136963,3.33747935295105,5,1,1756730882.1575172,1756730885.9744265
7373.0,105.0,0.3554980754852295,1.527608871459961,16,1,1756730884.6250637,1756730886.508171
7307.0,157.0,0.36826014518737793,2.2975058555603027,14,1,1756730884.174218,1756730886.8399844
7701.0,140.0,0.46413254737854004,2.6573939323425293,22,1,1756730885.9764245,1756730889.097951
7292.0,120.0,1.7684776782989502,2.995759963989258,15,1,1756730884.3978717,1756730889.1621099
8593.0,300.0,0.5208923816680908,5.099894285202026,12,1,1756730883.7257586,1756730889.3465457
7553.0,139.0,0.35059189796447754,2.745854616165161,24,1,1756730886.4268267,1756730889.5232737
8321.0,212.0,0.43413758277893066,3.8494713306427,19,1,1756730885.304655,1756730889.5882647
7908.0,235.0,0.34557127952575684,4.21946382522583,18,1,1756730885.0780852,1756730889.643121
7707.0,107.0,0.7337062358856201,2.110511541366577,28,1,1756730887.324884,1756730890.1691017
8484.0,99.0,0.8187210559844971,1.9430758953094482,29,1,1756730887.547754,1756730890.309552
7445.0,202.0,0.42185163497924805,3.8000314235687256,25,1,1756730886.6531093,1756730890.8749924
8983.0,153.0,2.623694658279419,4.334482908248901,13,1,1756730883.9499905,1756730890.9081686
7977.0,102.0,1.0171706676483154,1.503537654876709,34,1,1756730888.678507,1756730891.199216
8381.0,207.0,2.3604066371917725,6.050405025482178,8,1,1756730882.832985,1756730891.2437973
8190.0,300.0,0.3672494888305664,5.186567306518555,21,1,1756730885.753849,1756730891.3076668
7327.0,164.0,0.7722511291503906,2.6344451904296875,32,1,1756730888.2285864,1756730891.6352835
8020.0,226.0,0.6857345104217529,3.914245843887329,27,1,1756730887.1013634,1756730891.7013443
9009.0,166.0,0.8680458068847656,2.470641613006592,33,1,1756730888.45306,1756730891.7917478
7723.0,121.0,3.168940305709839,3.8769547939300537,17,1,1756730884.8497047,1756730891.8956017
8670.0,268.0,0.5771009922027588,4.51624608039856,26,1,1756730886.878242,1756730891.9715898
7906.0,213.0,0.9306526184082031,3.368971824645996,30,1,1756730887.779936,1756730892.0795608
8027.0,170.0,2.5529589653015137,4.698399066925049,20,1,1756730885.530093,1756730892.781451
7018.0,89.0,1.646393060684204,3.299931764602661,31,1,1756730888.0038733,1756730892.950199
7710.0,232.0,0.5629193782806396,3.0520341396331787,39,1,1756730889.8136792,1756730893.4286337
6853.0,259.0,1.1079115867614746,3.5172619819641113,35,1,1756730888.902719,1756730893.527893
7646.0,246.0,0.4000742435455322,3.3364615440368652,42,1,1756730890.4947894,1756730894.2313254
