prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
7690.0,55.0,0.4374864101409912,0.5587716102600098,6,1,1756780672.3061218,1756780673.3023803
7787.0,155.0,0.3156545162200928,1.329423189163208,7,1,1756780672.7120595,1756780674.357138
8604.0,226.0,0.5519378185272217,2.1026182174682617,5,1,1756780671.9006772,1756780674.555234
6479.0,102.0,0.24278616905212402,0.7901990413665771,10,1,1756780673.9308858,1756780674.9638717
8158.0,87.0,2.2720961570739746,1.9791765213012695,4,1,1756780671.4955003,1756780675.7467737
7118.0,118.0,2.4966442584991455,3.0845649242401123,3,1,1756780671.0947828,1756780676.6759925
7307.0,157.0,0.4360847473144531,1.3663179874420166,14,1,1756780675.5544243,1756780677.3568277
7373.0,105.0,0.31603479385375977,0.9340367317199707,16,1,1756780676.369834,1756780677.619907
7236.0,75.0,1.4086887836456299,2.2961721420288086,11,1,1756780674.3368018,1756780678.0416627
8090.0,96.0,3.0913166999816895,2.5548934936523438,9,1,1756780673.5253007,1756780679.171512
7908.0,235.0,0.3341531753540039,2.329911470413208,18,1,1756780677.1812398,1756780679.8453054
8381.0,207.0,1.5780181884765625,5.4286956787109375,8,1,1756780673.1176245,1756780680.1243389
7701.0,140.0,0.3084862232208252,1.6149711608886719,22,1,1756780678.8069162,1756780680.730374
7553.0,139.0,0.298445463180542,1.36104416847229,24,1,1756780679.6236374,1756780681.2831278
7723.0,121.0,1.4287803173065186,3.33491849899292,17,1,1756780676.7763827,1756780681.5400822
8190.0,300.0,0.36371350288391113,3.2429587841033936,21,1,1756780678.4018571,1756780682.00853
9256.0,235.0,0.3764777183532715,2.441370725631714,23,1,1756780679.2156358,1756780682.0334842
7445.0,202.0,0.31073641777038574,1.8909380435943604,25,1,1756780680.032215,1756780682.23389
8484.0,99.0,0.3398592472076416,0.8660016059875488,29,1,1756780681.65752,1756780682.8633814
8983.0,153.0,3.7378487586975098,4.210815906524658,13,1,1756780675.1502104,1756780683.0988758
7018.0,89.0,0.34935736656188965,0.9631457328796387,31,1,1756780682.4734683,1756780683.7859719
7292.0,120.0,5.3098304271698,3.306650161743164,15,1,1756780675.9613848,1756780684.577866
7327.0,164.0,0.31476330757141113,1.7525041103363037,32,1,1756780682.8793828,1756780684.9466512
7977.0,102.0,0.32703161239624023,0.9936585426330566,34,1,1756780683.6933496,1756780685.01404
8321.0,212.0,1.8920798301696777,5.58720850944519,19,1,1756780677.5881505,1756780685.0674398
9009.0,166.0,0.3709139823913574,1.637099027633667,33,1,1756780683.2869396,1756780685.2949538
8593.0,300.0,2.3866777420043945,8.377246379852295,12,1,1756780674.7423615,1756780685.506286
8027.0,170.0,3.1286227703094482,4.440129041671753,20,1,1756780677.9953234,1756780685.564076
6989.0,96.0,0.2977440357208252,0.872037410736084,38,1,1756780685.319268,1756780686.4890506
6853.0,259.0,0.25814056396484375,2.3225865364074707,35,1,1756780684.101117,1756780686.681844
7446.0,225.0,0.292161226272583,1.8299469947814941,40,1,1756780686.1339633,1756780688.2560716
7707.0,107.0,4.27729058265686,3.039336919784546,28,1,1756780681.257304,1756780688.5739315
8020.0,226.0,2.27771258354187,6.403425931930542,27,1,1756780680.8501377,1756780689.5312765
